rank,player_name,nation,position,squad,competition,age,birth_year,matches_played,starts,minutes,nineties_played,goals,assists,goals_assists,goals_minus_pk,penalty_goals,penalty_attempts,yellow_cards,red_cards,expected_goals,non_penalty_xg,expected_assists,npxg_plus_xag,progressive_carries,progressive_passes,progressive_receives,goals_assists_minus_pk,xg_plus_xag,MP,Starts,Min,season,table_type,processed_at
1338,Connor Metcalfe,AUS,MF,St. Pauli,Bundesliga,0.0,1999.0,0,0,0,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,6,13,0.0,0.13,6,0,72.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1339,Dayann Methalie,FRA,"MF,DF",Toulouse,Ligue 1,0.0,2006.0,0,0,0,4.9,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,11,4,17,0.0,0.11,7,5,444.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1340,Thomas Meunier,BEL,DF,Lille,Ligue 1,0.0,1991.0,0,0,0,2.8,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,4,13,14,0.0,0.27,3,3,249.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1341,Georges Mikautadze,GEO,FW,Villarreal,La Liga,0.0,2000.0,0,0,0,3.4,2,1,3,2,0,0,0,0,1.4,1.4,0.7,2.2,5,5,20,0.88,0.64,5,3,306.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1342,Georges Mikautadze,GEO,FW,Lyon,Ligue 1,0.0,2000.0,0,0,0,2.0,1,0,1,1,0,0,0,0,1.1,1.1,0.0,1.1,7,3,8,0.5,0.53,2,2,179.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1343,Wisdom Mike,GER,FW,Bayern Munich,Bundesliga,0.0,2008.0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,0.0,1.17,1,0,7.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1344,William Mikelbrencis,FRA,"DF,MF",Hamburger SV,Bundesliga,0.0,2004.0,0,0,0,1.3,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,5,1,2,0.0,0.21,6,1,119.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1345,Antoni Milambo,NED,MF,Brentford,Premier League,0.0,2005.0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,1,0.0,0.0,1,1,45.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1346,Nikola Milenković,SRB,DF,Nott'ham Forest,Premier League,0.0,1997.0,0,0,0,7.0,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,4,20,0,0.0,0.05,7,7,630.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1347,Lewis Miley,ENG,MF,Newcastle Utd,Premier League,0.0,2006.0,0,0,0,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,5,5,0.0,0.05,5,1,169.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1348,Vanja Milinković-Savić,SRB,GK,Napoli,Serie A,0.0,1997.0,0,0,0,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2,2,180.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1349,Éder Militão,BRA,DF,Real Madrid,La Liga,0.0,1998.0,0,0,0,5.5,1,0,1,1,0,0,1,0,0.4,0.4,0.1,0.5,2,19,0,0.18,0.09,6,6,495.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1350,Luis Milla,ESP,MF,Getafe,La Liga,0.0,1994.0,0,0,0,8.0,0,5,5,0,0,0,2,0,0.1,0.1,1.7,1.8,8,29,9,0.63,0.23,8,8,719.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1351,Pere Milla,ESP,"MF,FW",Espanyol,La Liga,0.0,1992.0,0,0,0,3.9,3,0,3,3,0,0,1,1,2.1,2.1,0.9,3.0,9,10,20,0.77,0.77,6,5,352.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1352,Lennon Miller,SCO,MF,Udinese,Serie A,0.0,2006.0,0,0,0,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,2,2,0.0,0.24,2,0,55.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1353,James Milner,ENG,MF,Brighton,Premier League,0.0,1986.0,0,0,0,1.6,1,0,1,0,1,1,1,0,0.8,0.0,0.0,0.0,2,7,3,0.0,0.53,5,1,141.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1354,Veljko Milosavljević,SRB,DF,Bournemouth,Premier League,0.0,2007.0,0,0,0,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,3,0,0.0,0.05,2,1,96.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1355,Kim Min-jae,KOR,DF,Bayern Munich,Bundesliga,0.0,1996.0,0,0,0,1.0,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,1,1,0,0.99,0.27,2,1,91.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1356,Yerry Mina,COL,DF,Cagliari,Serie A,0.0,1994.0,0,0,0,5.2,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.6,5,9,0,0.19,0.12,6,6,469.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1357,Takumi Minamino,JPN,"MF,FW",Monaco,Ligue 1,0.0,1995.0,0,0,0,5.1,2,1,3,2,0,0,1,0,1.5,1.5,0.9,2.4,10,19,31,0.59,0.48,7,6,459.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1358,Tyrone Mings,ENG,DF,Aston Villa,Premier League,0.0,1993.0,0,0,0,5.3,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,1,27,3,0.0,0.07,6,6,481.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1359,Óscar Mingueza,ESP,"DF,MF",Celta Vigo,La Liga,0.0,1999.0,0,0,0,5.0,0,0,0,0,0,0,1,0,0.5,0.5,1.4,1.9,9,32,31,0.0,0.38,7,5,452.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1360,Yankuba Minteh,GAM,FW,Brighton,Premier League,0.0,2004.0,0,0,0,6.6,1,2,3,1,0,0,0,0,1.6,1.6,2.0,3.6,37,7,59,0.46,0.55,7,7,591.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1361,Bojan Miovski,MKD,FW,Girona,La Liga,0.0,1999.0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,1,44.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1362,Rafa Mir,ESP,FW,Elche,La Liga,0.0,1997.0,0,0,0,5.5,3,0,3,3,0,1,0,0,2.1,1.3,0.0,1.3,4,15,20,0.54,0.38,8,6,497.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1363,Juan Miranda,ESP,DF,Bologna,Serie A,0.0,2000.0,0,0,0,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.8,0.9,7,18,24,0.0,0.25,5,3,308.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1364,Tyrick Mitchell,ENG,"DF,MF",Crystal Palace,Premier League,0.0,1999.0,0,0,0,7.0,1,0,1,1,0,0,2,0,0.4,0.4,0.6,1.0,16,12,51,0.14,0.14,7,7,630.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1365,Kaoru Mitoma,JPN,FW,Brighton,Premier League,0.0,1997.0,0,0,0,5.6,1,1,2,1,0,0,1,0,0.8,0.8,1.1,1.8,13,13,37,0.35,0.32,6,6,508.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1366,Maximilian Mittelstädt,GER,DF,Stuttgart,Bundesliga,0.0,1997.0,0,0,0,4.9,0,1,1,0,0,0,1,0,0.2,0.2,0.6,0.8,5,43,17,0.2,0.17,6,5,441.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1367,Henrikh Mkhitaryan,ARM,MF,Inter,Serie A,0.0,1989.0,0,0,0,4.0,0,0,0,0,0,0,1,0,0.9,0.9,0.2,1.1,13,37,25,0.0,0.27,5,4,361.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1368,Rui Modesto,ANG,"MF,DF",Udinese,Serie A,0.0,1999.0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,2,0,43.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1369,Luka Modrić,CRO,MF,Milan,Serie A,0.0,1985.0,0,0,0,5.7,1,1,2,1,0,0,0,0,0.3,0.3,0.7,1.0,6,48,6,0.35,0.17,6,6,513.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1370,Max Moerstedt,GER,"FW,MF",Hoffenheim,Bundesliga,0.0,2006.0,0,0,0,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,6,0.0,0.04,3,0,65.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1371,Terem Moffi,NGA,FW,Nice,Ligue 1,0.0,1999.0,0,0,0,3.5,2,0,2,2,0,0,0,0,2.7,2.7,0.1,2.8,3,7,17,0.56,0.79,7,4,319.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1372,Mostafa Mohamed,EGY,FW,Nantes,Ligue 1,0.0,1997.0,0,0,0,5.4,1,0,1,1,0,0,1,0,1.0,1.0,0.1,1.1,4,2,11,0.18,0.2,6,6,489.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1373,Johan Mojica,COL,DF,Mallorca,La Liga,0.0,1992.0,0,0,0,6.2,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.7,17,23,29,0.0,0.11,8,6,561.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1374,Enzo Molebe,FRA,FW,Lyon,Ligue 1,0.0,2007.0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1,0,10.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1375,Alberto Moleiro,ESP,"MF,FW",Villarreal,La Liga,0.0,2003.0,0,0,0,4.1,1,0,1,1,0,0,0,0,1.3,1.3,0.9,2.3,14,15,23,0.24,0.55,8,5,370.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1376,Nahuel Molina,ARG,DF,Atlético Madrid,La Liga,0.0,1998.0,0,0,0,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0.7,3,6,14,0.0,0.58,5,1,110.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1377,Jon Moncayola,ESP,"MF,DF",Osasuna,La Liga,0.0,1998.0,0,0,0,7.8,0,1,1,0,0,0,1,0,0.2,0.2,1.5,1.7,5,40,15,0.13,0.21,8,8,705.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1378,Lorenzo Montipò,ITA,GK,Hellas Verona,Serie A,0.0,1996.0,0,0,0,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.01,6,6,540.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1379,Álvaro Morata,ESP,FW,Como,Serie A,0.0,1992.0,0,0,0,2.5,0,1,1,0,0,0,0,0,1.1,1.1,0.1,1.2,2,5,13,0.4,0.48,6,2,225.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1380,Morato,BRA,DF,Nott'ham Forest,Premier League,0.0,2001.0,0,0,0,3.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,14,0,0.0,0.01,4,4,346.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1381,Afonso Moreira,POR,FW,Lyon,Ligue 1,0.0,2005.0,0,0,0,0.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,1,6,0.0,0.04,5,0,55.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1382,Diego Moreira,BEL,"DF,FW",Strasbourg,Ligue 1,0.0,2004.0,0,0,0,4.9,0,1,1,0,0,0,1,0,0.2,0.2,1.7,1.9,16,25,37,0.2,0.38,6,5,442.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1383,Álex Moreno,ESP,"DF,MF",Girona,La Liga,0.0,1993.0,0,0,0,6.5,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.7,18,20,30,0.0,0.11,7,6,585.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1384,Gerard Moreno,ESP,FW,Villarreal,La Liga,0.0,1992.0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.8,1.1,3,7,8,0.0,2.15,1,1,46.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1385,Matias Moreno,ARG,DF,Levante,La Liga,0.0,2003.0,0,0,0,3.8,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,3,9,1,0.0,0.07,5,4,341.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1386,Tete Morente,ESP,"FW,MF",Lecce,Serie A,0.0,1996.0,0,0,0,4.1,0,0,0,0,0,0,1,0,0.5,0.5,0.2,0.6,10,19,19,0.0,0.15,5,4,366.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1387,Stefano Moreo,ITA,"FW,MF",Pisa,Serie A,0.0,1993.0,0,0,0,2.6,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,2,7,13,0.0,0.19,5,4,234.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1388,Mateu Morey,ESP,DF,Mallorca,La Liga,0.0,2000.0,0,0,0,4.2,1,0,1,1,0,0,2,0,0.3,0.3,0.2,0.5,4,15,16,0.24,0.12,8,5,376.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1389,Ilaix Moriba,GUI,MF,Celta Vigo,La Liga,0.0,2003.0,0,0,0,5.0,0,1,1,0,0,0,0,0,0.5,0.5,0.4,0.9,6,29,19,0.2,0.19,8,5,453.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1390,Manu Morlanes,ESP,MF,Mallorca,La Liga,0.0,1999.0,0,0,0,5.0,0,0,0,0,0,0,2,1,0.1,0.1,0.0,0.1,4,16,6,0.0,0.03,6,6,448.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1391,Luca Moro,ITA,FW,Sassuolo,Serie A,0.0,2001.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,1,0,1.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1392,Nikola Moro,CRO,MF,Bologna,Serie A,0.0,1998.0,0,0,0,3.3,1,0,1,1,0,0,0,0,0.2,0.2,0.3,0.5,0,21,7,0.3,0.14,4,4,297.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1393,Tyler Morton,ENG,MF,Lyon,Ligue 1,0.0,2002.0,0,0,0,5.8,1,0,1,1,0,0,0,1,0.4,0.4,0.7,1.1,11,30,3,0.17,0.19,6,6,524.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1394,Daren Mosengo,FRA,MF,Le Havre,Ligue 1,0.0,2006.0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,1,0,12.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1395,Cristhian Mosquera,ESP,DF,Arsenal,Premier League,0.0,2004.0,0,0,0,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,1,0.0,0.0,5,2,249.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1396,Daniel Mosquera,COL,FW,Hellas Verona,Serie A,0.0,1999.0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,4,0.0,0.04,3,0,44.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1397,Yerson Mosquera,COL,DF,Wolves,Premier League,0.0,2001.0,0,0,0,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,1,0.0,0.03,3,2,137.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1398,Mason Mount,ENG,MF,Manchester Utd,Premier League,0.0,1999.0,0,0,0,3.0,1,0,1,1,0,0,0,0,0.3,0.3,0.5,0.8,5,18,12,0.33,0.27,6,4,272.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1399,Samir El Mourabet,MAR,MF,Strasbourg,Ligue 1,0.0,2005.0,0,0,0,3.8,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,2,18,4,0.0,0.19,7,4,345.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1400,Santiago Mouriño,URU,DF,Villarreal,La Liga,0.0,2002.0,0,0,0,6.8,0,1,1,0,0,0,4,1,0.3,0.3,0.0,0.3,7,23,2,0.15,0.05,7,7,616.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1401,Louis Mouton,FRA,MF,Angers,Ligue 1,0.0,2002.0,0,0,0,3.3,0,0,0,0,0,0,0,1,0.7,0.7,0.5,1.2,4,12,6,0.0,0.38,6,4,294.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1402,Tarik Muharemovic,BIH,DF,Sassuolo,Serie A,0.0,2003.0,0,0,0,6.0,0,1,1,0,0,0,2,0,0.1,0.1,0.7,0.8,1,20,0,0.17,0.13,6,6,540.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1403,Miro Muheim,SUI,"MF,DF",Hamburger SV,Bundesliga,0.0,1998.0,0,0,0,5.9,0,0,0,0,0,0,2,0,0.2,0.2,0.7,0.8,17,27,15,0.0,0.14,6,6,531.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1404,Ngal'Ayel Mukau,COD,"MF,FW",Lille,Ligue 1,0.0,2004.0,0,0,0,3.4,1,0,1,1,0,0,0,0,1.0,1.0,0.1,1.1,4,12,7,0.29,0.33,5,4,308.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1405,Nordan Mukiele,FRA,MF,Rennes,Ligue 1,0.0,2006.0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,0,4,0.0,0.67,1,0,29.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1406,Nordi Mukiele,FRA,DF,Sunderland,Premier League,0.0,1997.0,0,0,0,5.0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,2,12,6,0.0,0.08,5,5,450.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1407,Marshall Munetsi,ZIM,"FW,MF",Wolves,Premier League,0.0,1996.0,0,0,0,5.8,0,1,1,0,0,0,1,0,0.6,0.6,0.4,1.0,5,10,16,0.17,0.18,7,5,519.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1408,Rodrigo Muniz,BRA,FW,Fulham,Premier League,0.0,2001.0,0,0,0,3.5,1,1,2,1,0,0,1,0,0.9,0.9,0.3,1.2,0,2,7,0.57,0.34,5,4,316.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1409,Aihen Muñoz,ESP,DF,Real Sociedad,La Liga,0.0,1997.0,0,0,0,3.1,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.3,4,12,10,0.0,0.11,5,3,276.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1410,Daniel Muñoz,COL,"DF,MF",Crystal Palace,Premier League,0.0,1996.0,0,0,0,7.0,1,1,2,1,0,0,3,0,0.8,0.8,1.6,2.4,9,16,41,0.29,0.35,7,7,630.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1411,Iker Muñoz,ESP,MF,Osasuna,La Liga,0.0,2002.0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,1,0,25.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1412,Javier Muñoz,ESP,"MF,FW",Getafe,La Liga,0.0,1995.0,0,0,0,1.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,2,4,0.0,0.05,3,1,151.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1413,Víctor Muñoz,ESP,"FW,MF",Osasuna,La Liga,0.0,2003.0,0,0,0,5.5,1,1,2,1,0,0,1,0,0.8,0.8,0.3,1.1,16,3,32,0.37,0.2,8,6,493.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1414,Arijanet Muric,KVX,GK,Sassuolo,Serie A,0.0,1998.0,0,0,0,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,5,5,450.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1415,Murillo,BRA,DF,Nott'ham Forest,Premier League,0.0,2002.0,0,0,0,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,26,0,0.0,0.0,4,4,306.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1416,Vedat Muriqi,KVX,FW,Mallorca,La Liga,0.0,1994.0,0,0,0,6.2,4,0,4,3,1,1,1,1,2.5,1.8,0.1,1.8,3,6,22,0.49,0.42,7,7,555.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1417,Jacob Murphy,ENG,"FW,MF",Newcastle Utd,Premier League,0.0,1995.0,0,0,0,3.5,0,1,1,0,0,0,0,0,1.4,1.4,0.9,2.3,7,9,41,0.29,0.67,6,4,311.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1418,Yunus Musah,USA,MF,Atalanta,Serie A,0.0,2002.0,0,0,0,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,3,0.0,0.0,4,0,51.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1419,Yunus Musah,USA,DF,Milan,Serie A,0.0,2002.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,4,4,8,0.0,0.36,1,1,90.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1420,Almoatasem Al Musrati,LBY,MF,Hellas Verona,Serie A,0.0,1996.0,0,0,0,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,3,0,0.0,0.28,2,0,56.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1421,Cheveyo Muy,None,FW,Milan,Serie A,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,1,0.0,1.66,1,0,4.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1422,Yvon Mvogo,SUI,GK,Lorient,Ligue 1,0.0,1994.0,0,0,0,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,4,4,360.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1423,Joel Mvuka,NOR,"DF,MF",Lorient,Ligue 1,0.0,2002.0,0,0,0,2.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,7,3,19,0.0,0.08,6,2,252.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1424,Junior Mwanga,FRA,"DF,MF",Strasbourg,Ligue 1,0.0,2003.0,0,0,0,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,6,24,6,0.0,0.04,2,2,180.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1425,Junior Mwanga,FRA,"MF,DF",Nantes,Ligue 1,0.0,2003.0,0,0,0,3.8,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.4,3,14,0,0.26,0.09,4,4,346.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1426,Phillipp Mwene,AUT,"DF,MF",Mainz 05,Bundesliga,0.0,1994.0,0,0,0,5.0,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.8,4,16,30,0.0,0.16,6,6,447.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1427,Vitaliy Mykolenko,UKR,DF,Everton,Premier League,0.0,1999.0,0,0,0,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,7,21,19,0.0,0.06,4,4,355.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1428,Joakim Mæhle,DEN,DF,Wolfsburg,Bundesliga,0.0,1997.0,0,0,0,3.9,0,1,1,0,0,0,0,0,0.3,0.3,1.0,1.3,7,12,21,0.26,0.34,5,4,351.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1429,David Møller Wolfe,NOR,"MF,DF",Wolves,Premier League,0.0,2002.0,0,0,0,1.6,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,3,3,8,0.62,0.17,4,2,145.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1430,Obite N'Dicka,CIV,DF,Roma,Serie A,0.0,1999.0,0,0,0,5.8,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.6,2,18,3,0.0,0.11,6,6,520.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1431,Konan N'dri,CIV,"MF,FW",Lecce,Serie A,0.0,2000.0,0,0,0,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,5,1,8,1.23,0.21,5,0,73.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1432,Bilal Nadir,MAR,"MF,FW",Marseille,Ligue 1,0.0,2003.0,0,0,0,1.9,0,2,2,0,0,0,0,0,0.3,0.3,0.3,0.6,8,4,19,1.03,0.31,5,2,175.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1433,Mahamadou Nagida,CMR,DF,Rennes,Ligue 1,0.0,2005.0,0,0,0,0.8,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,1,1,5,0.0,0.38,4,0,75.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1434,Younes Namli,DEN,"MF,FW",Le Havre,Ligue 1,0.0,1994.0,0,0,0,2.1,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,4,6,14,0.0,0.19,6,2,189.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1435,Sebastian Nanasi,SWE,MF,Strasbourg,Ligue 1,0.0,2002.0,0,0,0,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,9,0.0,0.05,2,1,64.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1436,Nikolas Nartey,DEN,"DF,MF",Stuttgart,Bundesliga,0.0,2000.0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.0,0.12,4,0,24.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1437,Natan,BRA,DF,Betis,La Liga,0.0,2001.0,0,0,0,8.0,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.3,2,17,0,0.0,0.04,8,8,720.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1438,Pau Navarro,ESP,DF,Villarreal,La Liga,0.0,2005.0,0,0,0,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,1,0.0,0.03,1,1,57.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1439,Roberto Navarro,ESP,"FW,MF",Athletic Club,La Liga,0.0,2002.0,0,0,0,2.7,1,0,1,1,0,0,1,0,0.6,0.6,0.3,0.9,13,9,27,0.37,0.35,7,2,246.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1440,Corrie Ndaba,IRL,"DF,MF",Lecce,Serie A,0.0,1999.0,0,0,0,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,1,0.0,0.0,3,0,70.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
