rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,shot_creating_actions,shot_creating_actions_per_90,shot_creating_actions_live_pass,shot_creating_actions_dead_pass,shot_creating_actions_take_on,shot_creating_actions_shot,shot_creating_actions_foul_drawn,goal_creating_actions,goal_creating_actions_per_90,goal_creating_actions_def,season,table_type,processed_at
549,Chiquinho,POR,"MF,FW",Mallorca,La Liga,24.0,2000.0,1.6,7,4.29,0,2,3,1,1,1,0.61,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
550,Pedro Chirivella,ESP,MF,Nantes,Ligue 1,27.0,1997.0,26.1,55,2.11,54,1,0,0,0,6,0.23,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
551,Joris Chotard,FRA,MF,Montpellier,Ligue 1,22.0,2001.0,21.0,24,1.2,21,0,0,1,0,0,0.0,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
552,Hamza Choudhury,BAN,"MF,DF",Leicester City,Premier League,26.0,1997.0,1.5,3,2.05,2,0,1,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
553,Andreas Christensen,DEN,DF,Barcelona,La Liga,28.0,1996.0,2.8,1,0.35,1,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
554,Ryan Christie,SCO,MF,Bournemouth,Premier League,29.0,1995.0,23.5,85,3.62,72,7,0,3,2,9,0.38,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
555,Carney Chukwuemeka,ENG,MF,Dortmund,Bundesliga,20.0,2003.0,2.8,20,7.11,18,0,1,1,0,4,1.42,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
556,Samuel Chukwueze,NGA,"FW,MF",Milan,Serie A,25.0,1999.0,10.3,49,4.77,38,2,6,2,1,2,0.19,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
557,Aaron Ciammaglichella,ITA,MF,Torino,Serie A,19.0,2005.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
558,Jasper Cillessen,NED,GK,Las Palmas,La Liga,35.0,1989.0,25.9,1,0.04,1,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
559,Giuseppe Ciocci,ITA,GK,Cagliari,Serie A,22.0,2002.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
560,Alessandro Circati,AUS,DF,Parma,Serie A,20.0,2003.0,6.0,3,0.5,2,0,0,1,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
561,Pathé Ciss,SEN,"MF,DF",Rayo Vallecano,La Liga,30.0,1994.0,23.8,47,1.98,35,3,2,2,2,2,0.08,3,2024-2025,stats_gca,2025-10-18 04:36:50.757682
562,Alphadjo Cissè,ITA,"FW,MF",Hellas Verona,Serie A,17.0,2006.0,0.1,1,10.0,1,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
563,Djaoui Cissé,FRA,MF,Rennes,Ligue 1,20.0,2004.0,12.5,27,2.17,22,0,3,1,1,1,0.08,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
564,Seydouba Cissé,GUI,MF,Leganés,La Liga,23.0,2001.0,27.1,47,1.74,38,1,1,2,5,5,0.18,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
565,Yoann Cissé,FRA,MF,Auxerre,Ligue 1,19.0,2004.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
566,Patrick Ciurria,ITA,"MF,DF",Monza,Serie A,29.0,1995.0,12.3,26,2.11,20,5,0,1,0,2,0.16,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
567,Harry Clarke,ENG,DF,Ipswich Town,Premier League,23.0,2001.0,4.2,1,0.24,1,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
568,Jack Clarke,ENG,"FW,MF",Ipswich Town,Premier League,23.0,2000.0,13.1,50,3.81,42,2,3,0,0,5,0.38,3,2024-2025,stats_gca,2025-10-18 04:36:50.757682
569,Alexis Claude-Maurice,FRA,"MF,FW",Augsburg,Bundesliga,26.0,1998.0,23.4,77,3.29,54,1,8,3,11,6,0.26,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
570,Jonathan Clauss,FRA,"DF,MF",Nice,Ligue 1,31.0,1992.0,25.6,99,3.87,58,35,0,3,2,15,0.59,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
571,Silvi Clúa,ESP,MF,Girona,La Liga,19.0,2005.0,1.8,2,1.1,1,0,0,0,0,0,0.0,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
572,Nathaniel Clyne,ENG,"DF,MF",Crystal Palace,Premier League,33.0,1991.0,5.4,3,0.56,3,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
573,Conor Coady,ENG,DF,Leicester City,Premier League,31.0,1993.0,19.0,6,0.32,6,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
574,Marcus Coco,FRA,DF,Nantes,Ligue 1,28.0,1996.0,10.6,20,1.89,17,3,0,0,0,1,0.09,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
575,Saúl Coco,EQG,DF,Torino,Serie A,25.0,1999.0,31.6,16,0.51,12,0,0,3,1,1,0.03,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
576,Séamus Coleman,IRL,DF,Everton,Premier League,35.0,1988.0,2.4,2,0.84,1,0,1,0,0,1,0.42,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
577,Nathan Collins,IRL,DF,Brentford,Premier League,23.0,2001.0,38.0,30,0.79,22,2,1,3,2,8,0.21,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
578,Nnamdi Collins,GER,DF,Eint Frankfurt,Bundesliga,20.0,2004.0,16.5,9,0.54,7,0,2,0,0,3,0.18,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
579,Toby Collyer,ENG,MF,Manchester Utd,Premier League,20.0,2004.0,2.0,5,2.5,4,0,0,1,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
580,Lorenzo Colombo,ITA,"FW,MF",Empoli,Serie A,22.0,2002.0,24.8,55,2.21,33,0,5,8,8,3,0.12,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
581,Andrea Colpani,ITA,"FW,MF",Fiorentina,Serie A,25.0,1999.0,16.1,43,2.7,34,4,0,4,1,5,0.31,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
582,Levi Colwill,ENG,DF,Chelsea,Premier League,21.0,2003.0,35.0,38,1.09,34,2,0,1,0,3,0.09,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
583,Florinel Coman,ROU,"FW,MF",Cagliari,Serie A,26.0,1998.0,2.9,4,1.37,3,0,0,0,1,1,0.34,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
584,Kingsley Coman,FRA,FW,Bayern Munich,Bundesliga,28.0,1996.0,14.2,81,5.68,60,0,14,5,2,11,0.77,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
585,Eray Cömert,SUI,"DF,MF",Valladolid,La Liga,26.0,1998.0,19.8,12,0.61,12,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
586,Santi Comesaña,ESP,MF,Villarreal,La Liga,27.0,1996.0,28.4,78,2.74,69,2,1,2,0,11,0.39,4,2024-2025,stats_gca,2025-10-18 04:36:50.757682
587,Pietro Comuzzo,ITA,DF,Fiorentina,Serie A,19.0,2005.0,24.4,20,0.82,17,0,0,1,0,1,0.04,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
588,Francisco Conceição,POR,"FW,MF",Juventus,Serie A,21.0,2002.0,14.9,64,4.3,45,4,10,4,1,9,0.6,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
589,Diego Conde,ESP,GK,Villarreal,La Liga,25.0,1998.0,21.8,3,0.14,1,2,0,0,0,1,0.05,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
590,Tomás Conechny,ARG,"FW,MF",Alavés,La Liga,26.0,1998.0,9.4,14,1.48,13,0,0,1,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
591,Alois Confais,FRA,MF,Le Havre,Ligue 1,27.0,1996.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
592,Sirlord Conteh,GER,"FW,MF",Heidenheim,Bundesliga,28.0,1996.0,9.9,28,2.82,24,0,1,0,3,4,0.4,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
593,Lewis Cook,ENG,"MF,DF",Bournemouth,Premier League,27.0,1997.0,33.1,89,2.69,69,18,0,2,0,5,0.15,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
594,Copete,ESP,DF,Mallorca,La Liga,24.0,1999.0,17.0,10,0.59,9,1,0,0,0,1,0.06,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
595,Diego Coppola,ITA,DF,Hellas Verona,Serie A,20.0,2003.0,32.5,10,0.31,9,0,0,1,0,1,0.03,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
596,Francis Coquelin,FRA,MF,Nantes,Ligue 1,33.0,1991.0,2.5,13,5.27,7,0,0,4,0,2,0.81,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
597,Iker Córdoba,ESP,DF,Valencia,La Liga,18.0,2005.0,0.2,1,6.43,1,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
598,Derek Cornelius,CAN,DF,Marseille,Ligue 1,26.0,1997.0,15.8,9,0.57,9,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
599,Maxwel Cornet,CIV,FW,Southampton,Premier League,27.0,1996.0,0.8,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
600,Maxwel Cornet,CIV,"FW,MF",Genoa,Serie A,27.0,1996.0,2.7,8,2.93,6,0,2,0,0,1,0.37,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
601,Pierre Cornud,FRA,DF,Saint-Étienne,Ligue 1,27.0,1996.0,6.4,5,0.78,5,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
602,Ángel Correa,ARG,"FW,MF",Atlético Madrid,La Liga,29.0,1995.0,8.9,35,3.92,21,1,4,4,3,5,0.56,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
603,Joaquín Correa,ARG,"FW,MF",Inter,Serie A,29.0,1994.0,8.1,25,3.07,21,0,2,1,1,4,0.49,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
604,Thierry Correia,POR,DF,Valencia,La Liga,25.0,1999.0,8.5,16,1.87,12,1,2,0,1,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
605,Alberto costa,POR,DF,Juventus,Serie A,20.0,2003.0,4.0,7,1.76,4,0,1,2,0,1,0.25,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
606,Coba da Costa,ESP,"MF,FW",Getafe,La Liga,22.0,2002.0,11.2,37,3.31,28,0,5,2,1,4,0.36,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
607,Danny da Costa,GER,DF,Mainz 05,Bundesliga,31.0,1993.0,22.3,31,1.39,29,0,1,0,0,3,0.13,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
608,David Costa,POR,"MF,FW",Lens,Ligue 1,23.0,2001.0,3.9,8,2.05,5,1,0,1,1,1,0.26,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
609,Logan Costa,CPV,DF,Villarreal,La Liga,23.0,2001.0,28.7,22,0.76,20,0,0,1,1,2,0.07,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
610,Logan Costa,CPV,DF,Toulouse,Ligue 1,23.0,2001.0,1.0,1,1.0,1,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
611,Samu Costa,POR,MF,Mallorca,La Liga,23.0,2000.0,29.4,56,1.9,41,1,3,6,4,6,0.2,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
612,Grégoire Coudert,FRA,GK,Brest,Ligue 1,25.0,1999.0,2.0,1,0.5,1,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
613,Vladimír Coufal,CZE,DF,West Ham,Premier League,31.0,1992.0,11.9,18,1.52,14,4,0,0,0,1,0.08,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
614,Lassana Coulibaly,MLI,MF,Lecce,Serie A,28.0,1996.0,29.6,46,1.55,34,0,1,1,7,2,0.07,3,2024-2025,stats_gca,2025-10-18 04:36:50.757682
615,Lasso Coulibaly,CIV,"FW,MF",Auxerre,Ligue 1,21.0,2002.0,0.5,1,2.05,0,1,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
616,Mamadou Coulibaly,FRA,MF,Monaco,Ligue 1,20.0,2004.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
617,Soumaïla Coulibaly,FRA,DF,Brest,Ligue 1,20.0,2003.0,4.9,8,1.64,5,0,0,2,1,3,0.62,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
618,Tanguy Coulibaly,FRA,"FW,MF",Montpellier,Ligue 1,23.0,2001.0,16.5,45,2.9,26,1,3,6,7,3,0.19,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
619,Woyo Coulibaly,MLI,DF,Leicester City,Premier League,25.0,1999.0,1.2,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
620,Woyo Coulibaly,MLI,DF,Parma,Serie A,25.0,1999.0,12.0,19,1.58,17,0,1,0,1,3,0.25,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
621,Marius Courcoul,FRA,"MF,DF",Angers,Ligue 1,17.0,2007.0,3.4,3,0.87,2,1,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
622,Thibaut Courtois,BEL,GK,Real Madrid,La Liga,32.0,1992.0,30.0,4,0.13,3,1,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
623,Yan Couto,BRA,"DF,FW",Dortmund,Bundesliga,22.0,2002.0,9.9,29,2.92,26,0,2,1,0,2,0.2,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
624,Nicolas Cozza,FRA,"DF,MF",Nantes,Ligue 1,25.0,1999.0,22.8,20,0.88,16,0,0,3,1,2,0.09,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
625,Aaron Cresswell,ENG,DF,West Ham,Premier League,34.0,1989.0,9.2,15,1.64,7,8,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
626,Charlie Cresswell,ENG,DF,Toulouse,Ligue 1,21.0,2002.0,28.8,24,0.83,18,0,0,5,1,3,0.1,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
627,Bryan Cristante,ITA,MF,Roma,Serie A,29.0,1995.0,22.7,51,2.24,46,0,0,4,1,5,0.22,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
628,Domen Črnigoj,SVN,MF,Venezia,Serie A,28.0,1995.0,1.5,2,1.32,1,0,0,0,1,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
629,Juan Cruz Armada,ESP,DF,Osasuna,La Liga,32.0,1992.0,16.6,14,0.84,10,3,0,1,0,1,0.06,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
630,Juan Cruz,ESP,"FW,MF",Leganés,La Liga,24.0,2000.0,25.1,51,2.03,34,6,2,5,2,6,0.24,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
631,Juan Cuadrado,COL,"DF,MF",Atalanta,Serie A,36.0,1988.0,9.2,37,4.0,27,7,1,0,2,3,0.32,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
632,Pau Cubarsí,ESP,DF,Barcelona,La Liga,17.0,2007.0,29.1,35,1.2,34,0,0,1,0,6,0.21,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
633,Cucho,COL,FW,Betis,La Liga,25.0,1999.0,12.7,46,3.64,32,0,5,5,3,8,0.63,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
634,Marc Cucurella,ESP,DF,Chelsea,Premier League,26.0,1998.0,33.2,51,1.54,44,4,0,2,1,5,0.15,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
635,Jorge Cuenca,ESP,DF,Fulham,Premier League,24.0,1999.0,3.9,1,0.26,1,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
636,Matheus Cunha,BRA,"MF,FW",Wolves,Premier League,25.0,1999.0,28.9,132,4.57,75,14,19,9,12,16,0.55,3,2024-2025,stats_gca,2025-10-18 04:36:50.757682
637,Patrick Cutrone,ITA,FW,Como,Serie A,26.0,1998.0,22.7,49,2.15,33,0,1,10,3,6,0.26,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
638,Tomáš Čvančara,CZE,FW,Gladbach,Bundesliga,23.0,2000.0,9.2,15,1.62,13,0,0,1,1,1,0.11,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
639,Wylan Cyprien,FRA,MF,Parma,Serie A,29.0,1995.0,0.3,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
640,Danilo D'Ambrosio,ITA,DF,Monza,Serie A,35.0,1988.0,12.2,8,0.66,8,0,0,0,0,1,0.08,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
641,Lucas Da Cunha,FRA,MF,Como,Serie A,23.0,2001.0,29.0,110,3.79,70,28,1,6,4,7,0.24,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
642,Samuel Dahl,SWE,"DF,MF",Roma,Serie A,24.0,2000.0,0.5,1,2.09,1,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
643,Finn Dahmen,GER,GK,Augsburg,Bundesliga,26.0,1998.0,19.0,2,0.11,2,0,0,0,0,1,0.05,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
644,Thomas Dähne,GER,GK,Holstein Kiel,Bundesliga,30.0,1994.0,9.0,1,0.11,1,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
645,Mahmoud Dahoud,GER,MF,Eint Frankfurt,Bundesliga,28.0,1996.0,4.0,13,3.21,10,0,0,2,0,2,0.49,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
646,Patson Daka,ZAM,"FW,MF",Leicester City,Premier League,25.0,1998.0,8.2,10,1.23,7,0,2,1,0,1,0.12,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
647,Ameen Al-Dakhil,BEL,DF,Stuttgart,Bundesliga,22.0,2002.0,4.8,4,0.83,3,0,0,1,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
648,Thijs Dallinga,NED,FW,Bologna,Serie A,23.0,2000.0,12.8,27,2.11,20,0,0,3,3,5,0.39,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
649,Diogo Dalot,POR,DF,Manchester Utd,Premier League,25.0,1999.0,31.3,74,2.37,57,5,7,4,0,5,0.16,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
650,Mikkel Damsgaard,DEN,"MF,FW",Brentford,Premier League,24.0,2000.0,32.3,120,3.71,92,14,6,2,1,21,0.65,5,2024-2025,stats_gca,2025-10-18 04:36:50.757682
651,Maat Daniel Caprini,ITA,FW,Fiorentina,Serie A,18.0,2006.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
652,Flavius Daniliuc,AUT,DF,Hellas Verona,Serie A,23.0,2001.0,11.2,11,0.98,10,0,0,0,1,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
653,Danilo,BRA,"MF,FW",Nott'ham Forest,Premier League,23.0,2001.0,3.1,7,2.31,7,0,0,0,0,2,0.66,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
654,Danilo,BRA,DF,Juventus,Serie A,33.0,1991.0,6.5,10,1.55,10,0,0,0,0,1,0.15,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
655,Arnaut Danjuma,NED,FW,Villarreal,La Liga,27.0,1997.0,2.2,2,0.9,2,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
656,Arnaut Danjuma,NED,"FW,MF",Girona,La Liga,27.0,1997.0,14.8,40,2.7,26,6,5,2,1,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
657,Jayden Danns,ENG,MF,Liverpool,Premier League,18.0,2006.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
658,Kévin Danois,FRA,MF,Auxerre,Ligue 1,20.0,2004.0,16.2,54,3.33,45,0,5,2,1,6,0.37,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
659,Kevin Danso,AUT,DF,Tottenham,Premier League,25.0,1998.0,9.4,9,0.96,8,0,0,1,0,2,0.21,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
660,Kevin Danso,AUT,DF,Lens,Ligue 1,25.0,1998.0,12.0,12,1.0,12,0,0,0,0,1,0.08,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
661,Dante,BRA,DF,Nice,Ligue 1,40.0,1983.0,21.8,21,0.96,19,0,0,1,0,0,0.0,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
662,Pape Daouda Diongue,SEN,"MF,FW",Strasbourg,Ligue 1,0.0,0.0,0.9,1,1.15,0,0,0,1,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
663,Mohamed Daramy,DEN,FW,Reims,Ligue 1,22.0,2002.0,0.2,2,11.25,1,0,0,1,0,1,5.63,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
664,Bence Dárdai,HUN,MF,Wolfsburg,Bundesliga,18.0,2006.0,14.5,24,1.66,17,0,0,4,3,2,0.14,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
665,Sergi Darder,ESP,"MF,FW",Mallorca,La Liga,30.0,1993.0,30.5,96,3.15,46,44,2,4,0,7,0.23,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
666,Matteo Darmian,ITA,DF,Inter,Serie A,34.0,1989.0,19.8,34,1.72,26,3,0,1,2,4,0.2,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
667,Lukas Daschner,GER,"MF,FW",Bochum,Bundesliga,25.0,1998.0,4.6,10,2.18,7,2,1,0,0,1,0.22,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
668,Juan David Cabal,COL,DF,Juventus,Serie A,23.0,2001.0,5.1,3,0.59,3,0,0,0,0,3,0.59,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
669,Jonathan David,CAN,FW,Lille,Ligue 1,24.0,2000.0,28.4,74,2.61,59,0,4,6,5,8,0.28,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
670,Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,23.0,2000.0,17.3,61,3.52,52,0,4,3,2,8,0.46,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
671,Ben Davies,WAL,DF,Tottenham,Premier League,31.0,1993.0,14.8,8,0.54,7,0,0,0,0,0,0.0,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
672,Keinan Davis,ENG,FW,Udinese,Serie A,26.0,1998.0,11.8,35,2.95,27,0,4,3,0,2,0.17,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
673,Leif Davis,ENG,DF,Ipswich Town,Premier League,24.0,2000.0,30.5,93,3.05,46,39,3,3,1,4,0.13,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
674,Zuriko Davitashvili,GEO,"FW,MF",Saint-Étienne,Ligue 1,23.0,2001.0,30.9,115,3.85,55,23,16,13,8,15,0.5,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
675,Paweł Dawidowicz,POL,"DF,MF",Hellas Verona,Serie A,29.0,1995.0,20.5,8,0.39,6,2,0,0,0,1,0.05,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
676,Craig Dawson,ENG,DF,Wolves,Premier League,34.0,1990.0,10.8,7,0.65,6,0,0,1,0,2,0.19,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
677,Kevin De Bruyne,BEL,"MF,FW",Manchester City,Premier League,33.0,1991.0,18.9,113,5.97,73,26,3,6,3,11,0.58,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
678,Bobby De Cordova-Reid,JAM,FW,Leicester City,Premier League,31.0,1993.0,8.3,13,1.57,8,0,0,3,2,3,0.36,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
679,Charles De Ketelaere,BEL,"MF,FW",Atalanta,Serie A,23.0,2001.0,23.0,88,3.83,73,0,5,7,3,14,0.61,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
680,Rodrigo De Paul,ARG,MF,Atlético Madrid,La Liga,30.0,1994.0,23.4,90,3.84,77,6,1,3,2,13,0.56,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
681,Théo De Percin,MTQ,GK,Auxerre,Ligue 1,23.0,2001.0,2.0,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
682,Mattia De Sciglio,ITA,DF,Empoli,Serie A,31.0,1992.0,8.5,8,0.94,5,1,0,0,1,0,0.0,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
683,Lorenzo De Silvestri,ITA,DF,Bologna,Serie A,36.0,1988.0,11.8,14,1.19,10,2,0,2,0,2,0.17,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
684,Thibault De Smet,BEL,DF,Reims,Ligue 1,26.0,1998.0,2.1,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
685,Koni De Winter,BEL,DF,Genoa,Serie A,22.0,2002.0,23.7,15,0.63,11,2,0,0,1,1,0.04,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
686,Amar Dedić,BIH,DF,Marseille,Ligue 1,21.0,2002.0,3.5,14,4.01,11,0,2,1,0,1,0.29,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
687,Alessandro Deiola,ITA,MF,Cagliari,Serie A,28.0,1995.0,15.9,26,1.63,19,1,0,3,2,3,0.19,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
688,Romain Del Castillo,FRA,FW,Brest,Ligue 1,28.0,1996.0,14.0,67,4.79,33,24,2,3,4,9,0.64,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
689,Enrico Del Prato,ITA,DF,Parma,Serie A,24.0,1999.0,32.7,32,0.98,28,2,0,0,1,1,0.03,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
690,Thomas Delaine,FRA,DF,Strasbourg,Ligue 1,32.0,1992.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
691,Liam Delap,ENG,FW,Ipswich Town,Premier League,21.0,2003.0,28.8,62,2.15,28,0,12,7,13,7,0.24,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
692,Fisayo Dele-Bashiru,NGA,"MF,FW",Lazio,Serie A,23.0,2001.0,10.5,24,2.28,17,0,5,2,0,1,0.09,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
